,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
14,Sardinero,1,30,2000-01-01 19:12:00,-1.7899999999999998
33,Sardinero,2,31,2000-01-01 19:27:00,-3.003333333333333
53,Sardinero,3,32,2000-01-01 19:42:00,-2.98
15,Sardinero,1,32,2000-01-01 19:57:00,-2.4
34,Sardinero,2,33,2000-01-01 20:12:00,-1.8266666666666667
54,Sardinero,3,34,2000-01-01 20:27:00,-0.47333333333333344
16,Sardinero,1,34,2000-01-01 20:42:00,-1.4633333333333334
35,Sardinero,2,35,2000-01-01 20:57:00,-1.3199999999999998
55,Sardinero,3,36,2000-01-01 21:12:00,-2.4699999999999998
17,Sardinero,1,36,2000-01-01 21:25:00,-0.5433333333333333
36,Sardinero,2,37,2000-01-01 21:40:00,-1.9
56,Sardinero,3,38,2000-01-01 21:55:00,-1.67
18,Sardinero,1,38,2000-01-01 22:10:00,-2.336666666666667
37,Sardinero,2,39,2000-01-01 22:24:00,-1.7899999999999998
77,Valdecilla,2,2,2000-01-01 07:30:00,-1.58
96,Valdecilla,3,3,2000-01-01 07:45:00,0.5533333333333333
59,Valdecilla,1,3,2000-01-01 08:00:00,0.5266666666666666
78,Valdecilla,2,4,2000-01-01 08:17:00,-1.8166666666666669
97,Valdecilla,3,5,2000-01-01 08:32:00,-1.3833333333333333
60,Valdecilla,1,5,2000-01-01 08:47:00,-2.5766666666666667
79,Valdecilla,2,6,2000-01-01 09:02:00,-0.5800000000000001
98,Valdecilla,3,7,2000-01-01 09:18:00,-3.043333333333333
61,Valdecilla,1,7,2000-01-01 09:33:00,-2.3400000000000003
80,Valdecilla,2,8,2000-01-01 09:48:00,-1.7
99,Valdecilla,3,9,2000-01-01 10:03:00,-2.0766666666666667
62,Valdecilla,1,9,2000-01-01 10:33:00,0.12
81,Valdecilla,2,10,2000-01-01 10:48:00,0.21000000000000002
100,Valdecilla,3,11,2000-01-01 11:03:00,-1.27
63,Valdecilla,1,11,2000-01-01 11:33:00,1.2333333333333334
82,Valdecilla,2,12,2000-01-01 11:48:00,0.27999999999999997
101,Valdecilla,3,13,2000-01-01 12:02:00,2.6333333333333337
64,Valdecilla,1,13,2000-01-01 12:19:00,1.7666666666666666
83,Valdecilla,2,14,2000-01-01 12:34:00,1.1366666666666667
102,Valdecilla,3,15,2000-01-01 12:49:00,0.7
65,Valdecilla,1,15,2000-01-01 13:04:00,0.2566666666666666
84,Valdecilla,2,16,2000-01-01 13:21:00,-3.8899999999999997
103,Valdecilla,3,17,2000-01-01 13:35:00,-1.8766666666666665
66,Valdecilla,1,17,2000-01-01 13:51:00,-2.783333333333333
85,Valdecilla,2,18,2000-01-01 14:06:00,-4.9799999999999995
104,Valdecilla,3,19,2000-01-01 14:20:00,-3.4933333333333336
67,Valdecilla,1,19,2000-01-01 14:35:00,-3.336666666666667
86,Valdecilla,2,20,2000-01-01 14:50:00,-4.449999999999999
105,Valdecilla,3,21,2000-01-01 15:05:00,-4.72
68,Valdecilla,1,21,2000-01-01 15:17:00,-0.8400000000000001
87,Valdecilla,2,22,2000-01-01 15:32:00,-2.5200000000000005
106,Valdecilla,3,23,2000-01-01 15:47:00,-0.7466666666666667
69,Valdecilla,1,23,2000-01-01 16:02:00,-0.5800000000000001
88,Valdecilla,2,24,2000-01-01 16:18:00,-1.5633333333333332
107,Valdecilla,3,25,2000-01-01 16:32:00,0.06999999999999998
70,Valdecilla,1,25,2000-01-01 16:48:00,0.78
89,Valdecilla,2,26,2000-01-01 17:03:00,-1.24
108,Valdecilla,3,27,2000-01-01 17:18:00,-0.6433333333333333
71,Valdecilla,1,27,2000-01-01 17:48:00,-0.7200000000000001
90,Valdecilla,2,28,2000-01-01 18:04:00,-1.4
109,Valdecilla,3,29,2000-01-01 18:19:00,-2.9266666666666667
72,Valdecilla,1,29,2000-01-01 18:49:00,-0.6233333333333333
91,Valdecilla,2,30,2000-01-01 19:04:00,-2.04
110,Valdecilla,3,31,2000-01-01 19:19:00,-0.43000000000000005
73,Valdecilla,1,31,2000-01-01 19:34:00,-1.5133333333333332
92,Valdecilla,2,32,2000-01-01 19:49:00,-2.2399999999999998
111,Valdecilla,3,33,2000-01-01 20:04:00,-0.08666666666666663
74,Valdecilla,1,33,2000-01-01 20:19:00,1.2033333333333334
93,Valdecilla,2,34,2000-01-01 20:34:00,0.7433333333333334
112,Valdecilla,3,35,2000-01-01 20:49:00,-1.38
75,Valdecilla,1,35,2000-01-01 21:04:00,-0.8933333333333333
94,Valdecilla,2,36,2000-01-01 21:16:00,2.0300000000000002
113,Valdecilla,3,37,2000-01-01 21:31:00,1.1233333333333333
76,Valdecilla,1,37,2000-01-01 21:46:00,0.7166666666666666
95,Valdecilla,2,38,2000-01-01 22:01:00,-0.7833333333333334
114,Valdecilla,3,39,2000-01-01 22:14:00,0.62
