,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
49,Sardinero,3,24,2000-01-01 16:12:00,-2.93
11,Sardinero,1,24,2000-01-01 16:26:00,-1.1466666666666665
30,Sardinero,2,25,2000-01-01 16:41:00,-1.4966666666666666
50,Sardinero,3,26,2000-01-01 16:56:00,-0.7466666666666667
12,Sardinero,1,26,2000-01-01 17:10:00,0.16666666666666669
31,Sardinero,2,27,2000-01-01 17:25:00,0.34333333333333316
51,Sardinero,3,28,2000-01-01 17:41:00,-1.9583333333333335
58,Sardinero,102,3,2000-01-01 17:56:00,-0.64
13,Sardinero,1,28,2000-01-01 18:11:00,-0.6666666666666666
32,Sardinero,2,29,2000-01-01 18:25:00,-0.9033333333333333
52,Sardinero,3,30,2000-01-01 18:41:00,-1.3875
14,Sardinero,1,30,2000-01-01 19:12:00,-1.1
33,Sardinero,2,31,2000-01-01 19:27:00,0.043333333333333335
53,Sardinero,3,32,2000-01-01 19:42:00,-1.0233333333333334
15,Sardinero,1,32,2000-01-01 19:57:00,0.4866666666666669
34,Sardinero,2,33,2000-01-01 20:12:00,-0.8300000000000001
54,Sardinero,3,34,2000-01-01 20:27:00,-0.11333333333333329
16,Sardinero,1,34,2000-01-01 20:42:00,-1.7600000000000002
35,Sardinero,2,35,2000-01-01 20:57:00,-0.16333333333333339
55,Sardinero,3,36,2000-01-01 21:12:00,-1.3699999999999999
17,Sardinero,1,36,2000-01-01 21:25:00,-0.17999999999999988
36,Sardinero,2,37,2000-01-01 21:40:00,-1.3866666666666665
56,Sardinero,3,38,2000-01-01 21:55:00,-1.1266666666666665
18,Sardinero,1,38,2000-01-01 22:10:00,-2.2133333333333334
37,Sardinero,2,39,2000-01-01 22:24:00,-1.8699999999999999
77,Valdecilla,2,2,2000-01-01 07:30:00,0.5966666666666665
96,Valdecilla,3,3,2000-01-01 07:45:00,-0.23666666666666664
59,Valdecilla,1,3,2000-01-01 08:00:00,0.026666666666666616
78,Valdecilla,2,4,2000-01-01 08:17:00,-2.286666666666667
97,Valdecilla,3,5,2000-01-01 08:32:00,-2.8566666666666665
60,Valdecilla,1,5,2000-01-01 08:47:00,-1.13
79,Valdecilla,2,6,2000-01-01 09:02:00,-1.3166666666666669
98,Valdecilla,3,7,2000-01-01 09:18:00,-3.1666666666666665
61,Valdecilla,1,7,2000-01-01 09:33:00,-2.263333333333333
80,Valdecilla,2,8,2000-01-01 09:48:00,-0.5133333333333334
99,Valdecilla,3,9,2000-01-01 10:03:00,-0.99
62,Valdecilla,1,9,2000-01-01 10:33:00,0.45
81,Valdecilla,2,10,2000-01-01 10:48:00,0.6333333333333333
100,Valdecilla,3,11,2000-01-01 11:03:00,-1.0066666666666666
63,Valdecilla,1,11,2000-01-01 11:33:00,1.1766666666666667
82,Valdecilla,2,12,2000-01-01 11:48:00,2.1466666666666665
101,Valdecilla,3,13,2000-01-01 12:02:00,2.1700000000000004
64,Valdecilla,1,13,2000-01-01 12:19:00,0.8933333333333333
83,Valdecilla,2,14,2000-01-01 12:34:00,3.4933333333333336
102,Valdecilla,3,15,2000-01-01 12:49:00,1.7374999999999998
65,Valdecilla,1,15,2000-01-01 13:04:00,3.4133333333333327
84,Valdecilla,2,16,2000-01-01 13:21:00,0.41
103,Valdecilla,3,17,2000-01-01 13:35:00,-2.1083333333333334
66,Valdecilla,1,17,2000-01-01 13:51:00,-0.74
85,Valdecilla,2,18,2000-01-01 14:06:00,-2.8066666666666666
104,Valdecilla,3,19,2000-01-01 14:20:00,-1.6333333333333333
67,Valdecilla,1,19,2000-01-01 14:35:00,-1.8933333333333338
86,Valdecilla,2,20,2000-01-01 14:50:00,-2.7700000000000005
105,Valdecilla,3,21,2000-01-01 15:05:00,-4.569999999999999
68,Valdecilla,1,21,2000-01-01 15:17:00,-1.65
87,Valdecilla,2,22,2000-01-01 15:32:00,-2.2966666666666664
106,Valdecilla,3,23,2000-01-01 15:47:00,-1.9733333333333334
69,Valdecilla,1,23,2000-01-01 16:02:00,-1.0066666666666666
88,Valdecilla,2,24,2000-01-01 16:18:00,-2.69
107,Valdecilla,3,25,2000-01-01 16:32:00,-0.7533333333333333
70,Valdecilla,1,25,2000-01-01 16:48:00,-1.1433333333333333
89,Valdecilla,2,26,2000-01-01 17:03:00,-1.22
108,Valdecilla,3,27,2000-01-01 17:18:00,-1.0833333333333335
71,Valdecilla,1,27,2000-01-01 17:48:00,-0.4433333333333332
90,Valdecilla,2,28,2000-01-01 18:04:00,-1.65
109,Valdecilla,3,29,2000-01-01 18:19:00,-1.273333333333333
72,Valdecilla,1,29,2000-01-01 18:49:00,-0.26666666666666655
91,Valdecilla,2,30,2000-01-01 19:04:00,2.586666666666667
110,Valdecilla,3,31,2000-01-01 19:19:00,-0.35
73,Valdecilla,1,31,2000-01-01 19:34:00,2.3133333333333335
92,Valdecilla,2,32,2000-01-01 19:49:00,0.22999999999999998
111,Valdecilla,3,33,2000-01-01 20:04:00,2.5033333333333334
74,Valdecilla,1,33,2000-01-01 20:19:00,2.31
93,Valdecilla,2,34,2000-01-01 20:34:00,-0.14999999999999997
112,Valdecilla,3,35,2000-01-01 20:49:00,-1.6766666666666665
75,Valdecilla,1,35,2000-01-01 21:04:00,-0.7666666666666667
94,Valdecilla,2,36,2000-01-01 21:16:00,2.0300000000000002
113,Valdecilla,3,37,2000-01-01 21:31:00,1.09
76,Valdecilla,1,37,2000-01-01 21:46:00,1.25
95,Valdecilla,2,38,2000-01-01 22:01:00,1.2933333333333334
114,Valdecilla,3,39,2000-01-01 22:14:00,2.1133333333333333
