,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
72,Valdecilla,1,29,2000-01-01 18:49:00,-1.6
91,Valdecilla,2,30,2000-01-01 19:04:00,-0.7766666666666666
110,Valdecilla,3,31,2000-01-01 19:19:00,-1.4433333333333331
73,Valdecilla,1,31,2000-01-01 19:34:00,-0.9566666666666667
92,Valdecilla,2,32,2000-01-01 19:49:00,-1.6791666666666667
111,Valdecilla,3,33,2000-01-01 20:04:00,-1.1791666666666667
74,Valdecilla,1,33,2000-01-01 20:19:00,-1.6800000000000002
93,Valdecilla,2,34,2000-01-01 20:34:00,-1.5500000000000003
112,Valdecilla,3,35,2000-01-01 20:49:00,-4.303333333333333
75,Valdecilla,1,35,2000-01-01 21:04:00,-3.7766666666666664
94,Valdecilla,2,36,2000-01-01 21:16:00,0.2866666666666666
113,Valdecilla,3,37,2000-01-01 21:31:00,-2.3866666666666663
76,Valdecilla,1,37,2000-01-01 21:46:00,-1.623333333333333
95,Valdecilla,2,38,2000-01-01 22:01:00,-1.6199999999999999
114,Valdecilla,3,39,2000-01-01 22:14:00,-0.36666666666666664
